Group (L0),Level,Is Basic,New Primary Hierarchy,New Primary Category,New Display Name,Basic Level Category,Old Primary Hierarchy,Old Primary Category,Added,Renamed,Removed,Redirect To
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > boxing_class,boxing_class,Boxing Class,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > boxing_class,boxing_class,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > boxing_gym,boxing_gym,Boxing Gym,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > boxing_gym,boxing_gym,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > cardio_class,cardio_class,Cardio Class,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > cardio_class,cardio_class,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > climbing_class,climbing_class,Climbing Class,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > climbing_class,climbing_class,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > curling_center,curling_center,Curling Center,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > curling_center,curling_center,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > curling_ice,curling_ice,Curling Ice,sport_or_fitness_facility,sports_and_recreation > curling_ice,curling_ice,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > cycling_class,cycling_class,Cycling Class,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > cycling_class,cycling_class,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > dance_studio,dance_studio,Dance Studio,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > dance_studio,dance_studio,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > diving_center,diving_center,Diving Center,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > diving_center,diving_center,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > diving_center > free_diving_center,free_diving_center,Free Diving Center,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > diving_center > free_diving_center,free_diving_center,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > diving_center > scuba_diving_center,scuba_diving_center,Scuba Diving Center,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > diving_center > scuba_diving_center,scuba_diving_center,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > diving_instruction,diving_instruction,Diving Instruction,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > diving_instruction,diving_instruction,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > diving_instruction > free_diving_instruction,free_diving_instruction,Free Diving Instruction,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > diving_instruction > free_diving_instruction,free_diving_instruction,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > diving_instruction > scuba_diving_instruction,scuba_diving_instruction,Scuba Diving Instruction,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > diving_instruction > scuba_diving_instruction,scuba_diving_instruction,,,,
sports_and_recreation,2,TRUE,sports_and_recreation > sport_or_fitness_facility > fitness_studio,fitness_studio,Fitness Studio,fitness_studio,,,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > fitness_studio > aerial_fitness_center,aerial_fitness_center,Aerial Fitness Center,fitness_studio,sports_and_recreation > sports_and_fitness_instruction > aerial_fitness_center,aerial_fitness_center,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > fitness_studio > barre_class,barre_class,Barre Class,fitness_studio,sports_and_recreation > sports_and_fitness_instruction > barre_class,barre_class,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > fitness_studio > boot_camp,boot_camp,Boot Camp,fitness_studio,sports_and_recreation > sports_and_fitness_instruction > boot_camp,boot_camp,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > fitness_studio > pilates_studio,pilates_studio,Pilates Studio,fitness_studio,sports_and_recreation > sports_and_fitness_instruction > pilates_studio,pilates_studio,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > fitness_studio > qi_gong_studio,qi_gong_studio,Qi Gong Studio,fitness_studio,sports_and_recreation > sports_and_fitness_instruction > qi_gong_studio,qi_gong_studio,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > fitness_studio > tai_chi_studio,tai_chi_studio,Tai Chi Studio,fitness_studio,sports_and_recreation > sports_and_fitness_instruction > tai_chi_studio,tai_chi_studio,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > fitness_studio > yoga_studio,yoga_studio,Yoga Studio,fitness_studio,sports_and_recreation > sports_and_fitness_instruction > yoga_studio,yoga_studio,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > fitness_trainer,fitness_trainer,Fitness Trainer,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > fitness_trainer,fitness_trainer,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > flyboarding_center,flyboarding_center,Flyboarding Center,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > flyboarding_center,flyboarding_center,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > flyboarding_rental,flyboarding_rental,Flyboarding Rental,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > flyboarding_rental,flyboarding_rental,,,,
sports_and_recreation,2,TRUE,sports_and_recreation > sport_or_fitness_facility > golf_course,golf_course,Golf Course,golf_course,sports_and_recreation > sports_and_recreation_venue > golf_course,golf_course,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > golf_course > driving_range,driving_range,Driving Range,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > golf_course > driving_range,driving_range,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > golf_instructor,golf_instructor,Golf Instructor,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > golf_instructor,golf_instructor,,,,
sports_and_recreation,2,TRUE,sports_and_recreation > sport_or_fitness_facility > gym,gym,Gym,gym,sports_and_recreation > sports_and_recreation_venue > gym,gym,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > gym > cycle_studio,cycle_studio,Cycle Studio,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > gym > cycle_studio,cycle_studio,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > gymnastics_center,gymnastics_center,Gymnastics Center,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > gymnastics_center,gymnastics_center,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > hang_gliding_center,hang_gliding_center,Hang Gliding Center,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > hang_gliding_center,hang_gliding_center,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > hockey_rink,hockey_rink,Hockey Rink,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > hockey_rink,hockey_rink,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > hockey_rink > ice_hockey_rink,ice_hockey_rink,Ice Hockey Rink,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > hockey_rink > ice_hockey_rink,ice_hockey_rink,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > hockey_rink > roller_hockey_rink,roller_hockey_rink,Roller Hockey Rink,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > hockey_rink > roller_hockey_rink,roller_hockey_rink,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > horse_riding,horse_riding,Horse Riding,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > horse_riding,horse_riding,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > horse_riding > equestrian_facility,equestrian_facility,Equestrian Facility,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > horse_riding > equestrian_facility,equestrian_facility,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > horseback_riding_service,horseback_riding_service,Horseback Riding Service,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_rental_and_service > horseback_riding_service,horseback_riding_service,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > indoor_playcenter,indoor_playcenter,Indoor Playcenter,sport_or_fitness_facility,sports_and_recreation > indoor_playcenter,indoor_playcenter,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > kiteboarding,kiteboarding,Kiteboarding,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > kiteboarding,kiteboarding,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > kiteboarding_instruction,kiteboarding_instruction,Kiteboarding Instruction,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > kiteboarding_instruction,kiteboarding_instruction,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > laser_tag,laser_tag,Laser Tag,sport_or_fitness_facility,sports_and_recreation > laser_tag,laser_tag,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > miniature_golf_course,miniature_golf_course,Miniature Golf Course,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > miniature_golf_course,miniature_golf_course,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > paddleboarding_center,paddleboarding_center,Paddleboarding Center,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > paddleboarding_center,paddleboarding_center,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > paddleboarding_lessons,paddleboarding_lessons,Paddleboarding Lessons,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > paddleboarding_lessons,paddleboarding_lessons,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > paintball,paintball,Paintball,sport_or_fitness_facility,sports_and_recreation > paintball,paintball,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > parasailing_ride_service,parasailing_ride_service,Parasailing Ride Service,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_rental_and_service > parasailing_ride_service,parasailing_ride_service,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > pool_billiards,pool_billiards,Pool Billiards,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > pool_billiards,pool_billiards,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > pool_billiards > pool_hall,pool_hall,Pool Hall,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > pool_billiards > pool_hall,pool_hall,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > race_track,race_track,Race Track,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > race_track,race_track,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > race_track > go_kart_track,go_kart_track,Go Kart Track,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > race_track > go_kart_track,go_kart_track,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > race_track > horse_racing_track,horse_racing_track,Horse Racing Track,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > race_track > horse_racing_track,horse_racing_track,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > race_track > motor_race_track,motor_race_track,Motor Race Track,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > race_track > motor_race_track,motor_race_track,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > race_track > track_and_field_track,track_and_field_track,Track and Field Track,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > race_track > track_and_field_track,track_and_field_track,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > race_track > velodrome,velodrome,Velodrome,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > race_track > velodrome,velodrome,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > racing_experience,racing_experience,Racing Experience,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > racing_experience,racing_experience,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > rock_climbing_gym,rock_climbing_gym,Rock Climbing Gym,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > rock_climbing_gym,rock_climbing_gym,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > rock_climbing_instructor,rock_climbing_instructor,Rock Climbing Instructor,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > rock_climbing_instructor,rock_climbing_instructor,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > running_and_track,running_and_track,Running and Track,sport_or_fitness_facility,sports_and_recreation > running_and_track,running_and_track,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > running_and_track > running,running,Running,sport_or_fitness_facility,sports_and_recreation > running_and_track > running,running,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > running_and_track > track_field_event,track_field_event,Track Field Event,sport_or_fitness_facility,sports_and_recreation > running_and_track > track_field_event,track_field_event,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > self_defense_class,self_defense_class,Self Defense Class,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > self_defense_class,self_defense_class,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > shooting_range,shooting_range,Shooting Range,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > shooting_range,shooting_range,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > shooting_range > archery_range,archery_range,Archery Range,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > archery_range,archery_range,,,,
sports_and_recreation,2,TRUE,sports_and_recreation > sport_or_fitness_facility > skate_park,skate_park,Skate Park,skate_park,sports_and_recreation > sports_and_recreation_venue > skate_park,skate_park,,,,
sports_and_recreation,2,TRUE,sports_and_recreation > sport_or_fitness_facility > skating_rink,skating_rink,Skating Rink,skating_rink,sports_and_recreation > sports_and_recreation_venue > skating_rink,skating_rink,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > skating_rink > ice_skating_rink,ice_skating_rink,Ice Skating Rink,skating_rink,sports_and_recreation > sports_and_recreation_venue > skating_rink > ice_skating_rink,ice_skating_rink,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > skating_rink > roller_skating_rink,roller_skating_rink,Roller Skating Rink,skating_rink,sports_and_recreation > sports_and_recreation_venue > skating_rink > roller_skating_rink,roller_skating_rink,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > ski_and_snowboard_school,ski_and_snowboard_school,Ski and Snowboard School,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > ski_and_snowboard_school,ski_and_snowboard_school,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > sky_diving,sky_diving,Sky Diving,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > sky_diving,sky_diving,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sky_diving > sky_diving_drop_zone,sky_diving_drop_zone,Sky Diving Drop Zone,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > sky_diving > sky_diving_drop_zone,sky_diving_drop_zone,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sky_diving > skydiving_center,skydiving_center,Skydiving Center,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > sky_diving > skydiving_center,skydiving_center,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > snow_sport,snow_sport,Snow Sport,sport_or_fitness_facility,sports_and_recreation > snow_sport,snow_sport,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > snow_sport > bobsledding_field,bobsledding_field,Bobsledding Field,sport_or_fitness_facility,sports_and_recreation > snow_sport > bobsledding_field,bobsledding_field,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > snow_sport > ski_area,ski_area,Ski Area,sport_or_fitness_facility,sports_and_recreation > snow_sport > ski_area,ski_area,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > snow_sport > ski_chairlift,ski_chairlift,Ski Chairlift,sport_or_fitness_facility,sports_and_recreation > snow_sport > ski_chairlift,ski_chairlift,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > snow_sport > ski_chalet,ski_chalet,Ski Chalet,sport_or_fitness_facility,sports_and_recreation > snow_sport > ski_chalet,ski_chalet,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > snow_sport > ski_resort_area,ski_resort_area,Ski Resort Area,sport_or_fitness_facility,sports_and_recreation > snow_sport > ski_resort_area,ski_resort_area,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > snow_sport > snowboarding_center,snowboarding_center,Snowboarding Center,sport_or_fitness_facility,sports_and_recreation > snow_sport > snowboarding_center,snowboarding_center,,,,
sports_and_recreation,2,TRUE,sports_and_recreation > sport_or_fitness_facility > sport_court,sport_court,Sport Court,sport_court,,,TRUE,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_court > badminton_court,badminton_court,Badminton Court,sport_court,sports_and_recreation > sports_and_recreation_venue > badminton_court,badminton_court,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_court > basketball_court,basketball_court,Basketball Court,sport_court,sports_and_recreation > sports_and_recreation_venue > basketball_court,basketball_court,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_court > beach_volleyball_court,beach_volleyball_court,Beach Volleyball Court,sport_court,sports_and_recreation > sports_and_recreation_venue > beach_volleyball_court,beach_volleyball_court,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_court > bocce_ball_court,bocce_ball_court,Bocce Ball Court,sport_court,sports_and_recreation > sports_and_recreation_venue > bocce_ball_court,bocce_ball_court,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_court > handball_court,handball_court,Handball Court,sport_court,sports_and_recreation > sports_and_recreation_venue > handball_court,handball_court,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_court > pickleball_court,pickleball_court,Pickleball Court,sport_court,sports_and_recreation > sports_and_recreation_venue > pickleball_court,pickleball_court,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_court > racquetball_court,racquetball_court,Racquetball Court,sport_court,sports_and_recreation > sports_and_recreation_venue > racquetball_court,racquetball_court,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_court > squash_court,squash_court,Squash Court,sport_court,sports_and_recreation > sports_and_recreation_venue > squash_court,squash_court,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_court > street_hockey_court,street_hockey_court,Street Hockey Court,sport_court,sports_and_recreation > sports_and_recreation_venue > hockey_field > street_hockey_court,street_hockey_court,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_court > tennis_court,tennis_court,Tennis Court,sport_court,sports_and_recreation > sports_and_recreation_venue > tennis_court,tennis_court,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_court > volleyball_court,volleyball_court,Volleyball Court,sport_court,sports_and_recreation > sports_and_recreation_venue > volleyball_court,volleyball_court,,,,
sports_and_recreation,2,TRUE,sports_and_recreation > sport_or_fitness_facility > sport_field,sport_field,Sport Field,sport_field,,,TRUE,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_field > airsoft_field,airsoft_field,Airsoft Field,sport_field,sports_and_recreation > sports_and_recreation_venue > airsoft_field,airsoft_field,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_field > american_football_field,american_football_field,American Football Field,sport_field,sports_and_recreation > sports_and_recreation_venue > american_football_field,american_football_field,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_field > baseball_field,baseball_field,Baseball Field,sport_field,sports_and_recreation > sports_and_recreation_venue > baseball_field,baseball_field,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_field > disc_golf_course,disc_golf_course,Disc Golf Course,sport_field,sports_and_recreation > sports_and_recreation_venue > disc_golf_course,disc_golf_course,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_field > futsal_field,futsal_field,Futsal Field,sport_field,sports_and_recreation > sports_and_recreation_venue > futsal_field,futsal_field,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_field > hockey_field,hockey_field,Hockey Field,sport_field,sports_and_recreation > sports_and_recreation_venue > hockey_field,hockey_field,,,,
sports_and_recreation,4,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_field > hockey_field > field_hockey_pitch,field_hockey_pitch,Field Hockey Pitch,sport_field,sports_and_recreation > sports_and_recreation_venue > hockey_field > field_hockey_pitch,field_hockey_pitch,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_field > lacrosse_field,lacrosse_field,Lacrosse Field,sport_field,sports_and_recreation > sports_and_recreation_venue > lacrosse_field,lacrosse_field,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_field > rugby_pitch,rugby_pitch,Rugby Pitch,sport_field,sports_and_recreation > sports_and_recreation_venue > rugby_pitch,rugby_pitch,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_field > soccer_field,soccer_field,Soccer Field,sport_field,sports_and_recreation > sports_and_recreation_venue > soccer_field,soccer_field,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > sport_field > softball_field,softball_field,Softball Field,sport_field,sports_and_recreation > sports_and_recreation_venue > softball_field,softball_field,,,,
sports_and_recreation,2,TRUE,sports_and_recreation > sport_or_fitness_facility > sports_complex,sports_complex,Sports Complex,sports_complex,,,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > surfing_school,surfing_school,Surfing School,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction > surfing_school,surfing_school,,,,
sports_and_recreation,2,TRUE,sports_and_recreation > sport_or_fitness_facility > swimming_pool,swimming_pool,Swimming Pool,swimming_pool,sports_and_recreation > sports_and_recreation_venue > swimming_pool,swimming_pool,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > swimming_pool > swimming_instructor,swimming_instructor,Swimming Instructor,swimming_pool,sports_and_recreation > sports_and_fitness_instruction > swimming_instructor,swimming_instructor,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > trampoline_park,trampoline_park,Trampoline Park,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > trampoline_park,trampoline_park,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > tubing_provider,tubing_provider,Tubing Provider,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > tubing_provider,tubing_provider,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > water_sport,water_sport,Water Sport,sport_or_fitness_facility,sports_and_recreation > water_sport,water_sport,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > water_sport > boating_place,boating_place,Boating Place,sport_or_fitness_facility,sports_and_recreation > water_sport > boating_place,boating_place,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > water_sport > fishing,fishing,Fishing,sport_or_fitness_facility,sports_and_recreation > water_sport > fishing,fishing,,,,
sports_and_recreation,4,FALSE,sports_and_recreation > sport_or_fitness_facility > water_sport > fishing > fishing_area,fishing_area,Fishing Area,sport_or_fitness_facility,sports_and_recreation > water_sport > fishing > fishing_area,fishing_area,,,,
sports_and_recreation,4,FALSE,sports_and_recreation > sport_or_fitness_facility > water_sport > fishing > fishing_charter,fishing_charter,Fishing Charter,sport_or_fitness_facility,sports_and_recreation > water_sport > fishing > fishing_charter,fishing_charter,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > water_sport > rafting_kayaking_area,rafting_kayaking_area,Rafting Kayaking Area,sport_or_fitness_facility,sports_and_recreation > water_sport > rafting_kayaking_area,rafting_kayaking_area,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > water_sport > sailing_area,sailing_area,Sailing Area,sport_or_fitness_facility,sports_and_recreation > water_sport > sailing_area,sailing_area,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > water_sport > snorkeling,snorkeling,Snorkeling,sport_or_fitness_facility,sports_and_recreation > water_sport > snorkeling,snorkeling,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_fitness_facility > water_sport > surfing,surfing,Surfing,sport_or_fitness_facility,sports_and_recreation > water_sport > surfing,surfing,,,,
sports_and_recreation,4,FALSE,sports_and_recreation > sport_or_fitness_facility > water_sport > surfing > windsurfing_center,windsurfing_center,Windsurfing Center,sport_or_fitness_facility,sports_and_recreation > water_sport > surfing > windsurfing_center,windsurfing_center,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_fitness_facility > wildlife_hunting_range,wildlife_hunting_range,Wildlife Hunting Range,sport_or_fitness_facility,sports_and_recreation > sports_and_recreation_venue > wildlife_hunting_range,wildlife_hunting_range,,,,
sports_and_recreation,1,TRUE,sports_and_recreation > sport_or_recreation_club,sport_or_recreation_club,Sport or Recreation Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league,sports_club_and_league,,TRUE,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > beach_volleyball_club,beach_volleyball_club,Beach Volleyball Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > beach_volleyball_club,beach_volleyball_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > curling_club,curling_club,Curling Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > curling_club,curling_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > fencing_club,fencing_club,Fencing Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > fencing_club,fencing_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > fishing_club,fishing_club,Fishing Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > fishing_club,fishing_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > football_club,football_club,Football Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > football_club,football_club,,,,
