New Primary Category,New Primary Hierarchy,Basic Level Category,Old Primary Category,Old Primary Hierarchy
craft_store,shopping > specialty_store > arts_and_crafts_store > craft_store,art_craft_hobby_store,craft_shop,retail > shopping > arts_and_crafts > craft_shop
craft_store,shopping > specialty_store > arts_and_crafts_store > craft_store,art_craft_hobby_store,handicraft_shop,retail > shopping > arts_and_crafts > handicraft_shop
embroidery_and_crochet_store,shopping > specialty_store > arts_and_crafts_store > craft_store > embroidery_and_crochet_store,art_craft_hobby_store,embroidery_and_crochet,retail > shopping > arts_and_crafts > embroidery_and_crochet
knitting_supply_store,shopping > specialty_store > arts_and_crafts_store > craft_store > knitting_supply_store,art_craft_hobby_store,knitting_supply,retail > shopping > knitting_supply
fabric_store,shopping > specialty_store > arts_and_crafts_store > fabric_store,art_craft_hobby_store,fabric_store,retail > shopping > arts_and_crafts > fabric_store
framing_store,shopping > specialty_store > arts_and_crafts_store > framing_store,art_craft_hobby_store,framing_store,retail > shopping > arts_and_crafts > framing_store
hobby_shop,shopping > specialty_store > arts_and_crafts_store > hobby_shop,art_craft_hobby_store,hobby_shop,retail > shopping > hobby_shop
auction_house,shopping > specialty_store > auction_house,specialty_store,auction_house,retail > shopping > auction_house
car_auction,shopping > specialty_store > auction_house > car_auction,specialty_store,car_auction,retail > shopping > auction_house > car_auction
baby_gear_and_furniture_store,shopping > specialty_store > baby_gear_and_furniture_store,specialty_store,baby_gear_and_furniture,retail > shopping > baby_gear_and_furniture
bazaar,shopping > specialty_store > bazaar,specialty_store,bazaars,retail > shopping > bazaars
books_mags_music_video_store,shopping > specialty_store > books_mags_music_video_store,specialty_store,books_mags_music_and_video,retail > shopping > books_mags_music_and_video
bookstore,shopping > specialty_store > books_mags_music_video_store > bookstore,bookstore,bookstore,retail > shopping > books_mags_music_and_video > bookstore
academic_bookstore,shopping > specialty_store > books_mags_music_video_store > bookstore > academic_bookstore,bookstore,academic_bookstore,retail > shopping > books_mags_music_and_video > academic_bookstore
comic_books_store,shopping > specialty_store > books_mags_music_video_store > bookstore > comic_books_store,bookstore,comic_books_store,retail > shopping > books_mags_music_and_video > comic_books_store
used_bookstore,shopping > specialty_store > books_mags_music_video_store > bookstore > used_bookstore,bookstore,used_bookstore,retail > shopping > used_bookstore
music_and_dvd_store,shopping > specialty_store > books_mags_music_video_store > music_and_dvd_store,music_store,music_and_dvd_store,retail > shopping > books_mags_music_and_video > music_and_dvd_store
newspaper_and_magazines_store,shopping > specialty_store > books_mags_music_video_store > newspaper_and_magazines_store,bookstore,newspaper_and_magazines_store,retail > shopping > books_mags_music_and_video > newspaper_and_magazines_store
video_and_video_game_rental,shopping > specialty_store > books_mags_music_video_store > video_and_video_game_rental,specialty_store,video_and_video_game_rentals,retail > shopping > books_mags_music_and_video > video_and_video_game_rentals
video_game_store,shopping > specialty_store > books_mags_music_video_store > video_game_store,electronics_store,video_game_store,retail > shopping > books_mags_music_and_video > video_game_store
vinyl_record_store,shopping > specialty_store > books_mags_music_video_store > vinyl_record_store,music_store,vinyl_record_store,retail > shopping > books_mags_music_and_video > vinyl_record_store
building_supply_store,shopping > specialty_store > building_supply_store,specialty_store,building_supply_store,retail > shopping > building_supply_store
lumber_store,shopping > specialty_store > building_supply_store > lumber_store,specialty_store,lumber_store,retail > shopping > building_supply_store > lumber_store
cannabis_dispensary,shopping > specialty_store > cannabis_dispensary,specialty_store,cannabis_dispensary,retail > shopping > cannabis_dispensary
cards_and_stationery_store,shopping > specialty_store > cards_and_stationery_store,specialty_store,cards_and_stationery_store,retail > shopping > cards_and_stationery_store
carpet_store,shopping > specialty_store > carpet_store,specialty_store,carpet_store,retail > carpet_store
cosmetic_and_beauty_supply_store,shopping > specialty_store > cosmetic_and_beauty_supply_store,specialty_store,cosmetic_and_beauty_supplies,retail > shopping > cosmetic_and_beauty_supplies
hair_supply_store,shopping > specialty_store > cosmetic_and_beauty_supply_store > hair_supply_store,specialty_store,hair_supply_stores,retail > shopping > cosmetic_and_beauty_supplies > hair_supply_stores
wig_store,shopping > specialty_store > cosmetic_and_beauty_supply_store > wig_store,fashion_or_apparel_store,wig_store,retail > shopping > wig_store
customized_merchandise_store,shopping > specialty_store > customized_merchandise_store,specialty_store,customized_merchandise,retail > shopping > customized_merchandise
drugstore,shopping > specialty_store > drugstore,specialty_store,drugstore,retail > drugstore
duty_free_store,shopping > specialty_store > duty_free_store,specialty_store,duty_free_shop,retail > shopping > duty_free_shop
e_cigarette_store,shopping > specialty_store > e_cigarette_store,specialty_store,e_cigarette_store,retail > shopping > e_cigarette_store
educational_supply_store,shopping > specialty_store > educational_supply_store,specialty_store,educational_supply_store,retail > shopping > educational_supply_store
electronics_store,shopping > specialty_store > electronics_store,electronics_store,electronics,retail > shopping > electronics
audio_visual_equipment_store,shopping > specialty_store > electronics_store > audio_visual_equipment_store,electronics_store,audio_visual_equipment_store,retail > shopping > audio_visual_equipment_store
battery_store,shopping > specialty_store > electronics_store > battery_store,electronics_store,battery_store,retail > shopping > battery_store
camera_and_photography_store,shopping > specialty_store > electronics_store > camera_and_photography_store,specialty_store,photography_store_and_services,retail > shopping > photography_store_and_services
computer_store,shopping > specialty_store > electronics_store > computer_store,electronics_store,computer_store,retail > shopping > computer_store
drone_store,shopping > specialty_store > electronics_store > drone_store,specialty_store,drone_store,retail > shopping > drone_store
home_theater_systems_stores,shopping > specialty_store > electronics_store > home_theater_systems_stores,electronics_store,home_theater_systems_stores,retail > shopping > home_theater_systems_stores
mobile_phone_accessory_store,shopping > specialty_store > electronics_store > mobile_phone_accessory_store,electronics_store,mobile_phone_accessories,retail > shopping > mobile_phone_accessories
mobile_phone_store,shopping > specialty_store > electronics_store > mobile_phone_store,electronics_store,mobile_phone_store,retail > shopping > mobile_phone_store
farming_equipment_store,shopping > specialty_store > farming_equipment_store,specialty_store,farming_equipment_store,retail > shopping > farming_equipment_store
firework_store,shopping > specialty_store > firework_store,specialty_store,firework_retailer,retail > shopping > firework_retailer
flooring_store,shopping > specialty_store > flooring_store,specialty_store,flooring_store,retail > flooring_store
flowers_and_gifts_shop,shopping > specialty_store > flowers_and_gifts_shop,flower_shop,flowers_and_gifts_shop,retail > shopping > flowers_and_gifts_shop
florist,shopping > specialty_store > flowers_and_gifts_shop > florist,flower_shop,florist,retail > shopping > flowers_and_gifts_shop > florist
flower_market,shopping > specialty_store > flowers_and_gifts_shop > flower_market,flower_shop,flower_markets,retail > shopping > flower_markets
gift_shop,shopping > specialty_store > flowers_and_gifts_shop > gift_shop,gift_shop,gift_shop,retail > shopping > flowers_and_gifts_shop > gift_shop
gemstone_and_mineral_store,shopping > specialty_store > gemstone_and_mineral_store,specialty_store,gemstone_and_mineral,retail > shopping > gemstone_and_mineral
gun_and_ammo_store,shopping > specialty_store > gun_and_ammo_store,specialty_store,gun_and_ammo,retail > shopping > gun_and_ammo
health_market,shopping > specialty_store > health_market,specialty_store,health_market,retail > health_market
home_and_garden_store,shopping > specialty_store > home_and_garden_store,specialty_store,home_and_garden,retail > shopping > home_and_garden
appliance_store,shopping > specialty_store > home_and_garden_store > appliance_store,specialty_store,appliance_store,retail > shopping > home_and_garden > appliance_store
bedding_and_bath_store,shopping > specialty_store > home_and_garden_store > bedding_and_bath_store,specialty_store,bedding_and_bath_stores,retail > shopping > home_and_garden > bedding_and_bath_stores
candle_store,shopping > specialty_store > home_and_garden_store > candle_store,specialty_store,candle_store,retail > shopping > home_and_garden > candle_store
christmas_tree_store,shopping > specialty_store > home_and_garden_store > christmas_tree_store,specialty_store,christmas_trees,retail > shopping > home_and_garden > christmas_trees
do_it_yourself_store,shopping > specialty_store > home_and_garden_store > do_it_yourself_store,home_improvement_center,do_it_yourself_store,retail > shopping > do_it_yourself_store
electrical_supply_store,shopping > specialty_store > home_and_garden_store > electrical_supply_store,specialty_store,electrical_supply_store,retail > shopping > home_and_garden > electrical_supply_store
furniture_accessory_store,shopping > specialty_store > home_and_garden_store > furniture_accessory_store,specialty_store,furniture_accessory_store,retail > shopping > home_and_garden > furniture_accessory_store
furniture_store,shopping > specialty_store > home_and_garden_store > furniture_store,specialty_store,furniture_store,retail > shopping > home_and_garden > furniture_store
grilling_equipment_store,shopping > specialty_store > home_and_garden_store > grilling_equipment_store,specialty_store,grilling_equipment,retail > shopping > home_and_garden > grilling_equipment
hardware_store,shopping > specialty_store > home_and_garden_store > hardware_store,hardware_store,hardware_store,retail > shopping > home_and_garden > hardware_store
welding_supply_store,shopping > specialty_store > home_and_garden_store > hardware_store > welding_supply_store,specialty_store,welding_supply_store,retail > shopping > home_and_garden > hardware_store > welding_supply_store
holiday_decor_store,shopping > specialty_store > home_and_garden_store > holiday_decor_store,specialty_store,holiday_decor,retail > shopping > home_and_garden > holiday_decor
home_decor_store,shopping > specialty_store > home_and_garden_store > home_decor_store,specialty_store,home_decor,retail > shopping > home_and_garden > home_decor
home_goods_store,shopping > specialty_store > home_and_garden_store > home_goods_store,specialty_store,home_goods_store,retail > shopping > home_and_garden > home_goods_store
home_improvement_store,shopping > specialty_store > home_and_garden_store > home_improvement_store,home_improvement_center,home_improvement_store,retail > shopping > home_and_garden > home_improvement_store
hot_tub_and_pool_store,shopping > specialty_store > home_and_garden_store > hot_tub_and_pool_store,specialty_store,hot_tubs_and_pools,retail > shopping > home_and_garden > hot_tubs_and_pools
kitchen_and_bath_store,shopping > specialty_store > home_and_garden_store > kitchen_and_bath_store,specialty_store,kitchen_and_bath,retail > shopping > home_and_garden > kitchen_and_bath
bathroom_fixture_store,shopping > specialty_store > home_and_garden_store > kitchen_and_bath_store > bathroom_fixture_store,specialty_store,bathroom_fixture_stores,retail > shopping > home_and_garden > kitchen_and_bath > bathroom_fixture_stores
kitchen_supply_store,shopping > specialty_store > home_and_garden_store > kitchen_and_bath_store > kitchen_supply_store,specialty_store,kitchen_supply_store,retail > shopping > home_and_garden > kitchen_and_bath > kitchen_supply_store
lawn_mower_store,shopping > specialty_store > home_and_garden_store > lawn_mower_store,specialty_store,lawn_mower_store,retail > shopping > home_and_garden > lawn_mower_store
lighting_store,shopping > specialty_store > home_and_garden_store > lighting_store,specialty_store,lighting_store,retail > shopping > home_and_garden > lighting_store
linen_store,shopping > specialty_store > home_and_garden_store > linen_store,specialty_store,linen,retail > shopping > home_and_garden > linen
mattress_store,shopping > specialty_store > home_and_garden_store > mattress_store,specialty_store,mattress_store,retail > shopping > home_and_garden > mattress_store
nursery_and_gardening_store,shopping > specialty_store > home_and_garden_store > nursery_and_gardening_store,specialty_store,nursery_and_gardening,retail > shopping > home_and_garden > nursery_and_gardening
hydroponic_gardening_store,shopping > specialty_store > home_and_garden_store > nursery_and_gardening_store > hydroponic_gardening_store,specialty_store,hydroponic_gardening,retail > shopping > home_and_garden > nursery_and_gardening > hydroponic_gardening
outdoor_furniture_store,shopping > specialty_store > home_and_garden_store > outdoor_furniture_store,specialty_store,outdoor_furniture_store,retail > shopping > home_and_garden > outdoor_furniture_store
paint_store,shopping > specialty_store > home_and_garden_store > paint_store,specialty_store,paint_store,retail > shopping > home_and_garden > paint_store
rug_store,shopping > specialty_store > home_and_garden_store > rug_store,specialty_store,rug_store,retail > shopping > home_and_garden > rug_store
tile_store,shopping > specialty_store > home_and_garden_store > tile_store,specialty_store,tile_store,retail > shopping > home_and_garden > tile_store
wallpaper_store,shopping > specialty_store > home_and_garden_store > wallpaper_store,specialty_store,wallpaper_store,retail > shopping > home_and_garden > wallpaper_store
window_treatment_store,shopping > specialty_store > home_and_garden_store > window_treatment_store,specialty_store,window_treatment_store,retail > shopping > home_and_garden > window_treatment_store
woodworking_supply_store,shopping > specialty_store > home_and_garden_store > woodworking_supply_store,specialty_store,woodworking_supply_store,retail > shopping > home_and_garden > woodworking_supply_store
horse_equipment_shop,shopping > specialty_store > horse_equipment_shop,specialty_store,horse_equipment_shop,retail > shopping > horse_equipment_shop
leather_goods_store,shopping > specialty_store > leather_goods_store,fashion_or_apparel_store,leather_goods,retail > shopping > fashion > leather_goods
livestock_feed_and_supply_store,shopping > specialty_store > livestock_feed_and_supply_store,specialty_store,livestock_feed_and_supply_store,retail > shopping > livestock_feed_and_supply_store
luggage_store,shopping > specialty_store > luggage_store,specialty_store,luggage_store,retail > shopping > luggage_store
medical_supply_store,shopping > specialty_store > medical_supply_store,specialty_store,medical_supply,retail > shopping > medical_supply
dental_supply_store,shopping > specialty_store > medical_supply_store > dental_supply_store,specialty_store,dental_supply_store,retail > shopping > medical_supply > dental_supply_store
hearing_aid_store,shopping > specialty_store > medical_supply_store > hearing_aid_store,specialty_store,hearing_aids,retail > shopping > medical_supply > hearing_aids
hearing_aid_store,shopping > specialty_store > medical_supply_store > hearing_aid_store,specialty_store,hearing_aid_provider,retail > hearing_aid_provider
military_surplus_store,shopping > specialty_store > military_surplus_store,specialty_store,military_surplus_store,retail > shopping > military_surplus_store
musical_instrument_store,shopping > specialty_store > musical_instrument_store,specialty_store,musical_instrument_store,retail > shopping > musical_instrument_store
guitar_store,shopping > specialty_store > musical_instrument_store > guitar_store,specialty_store,guitar_store,retail > shopping > guitar_store
piano_store,shopping > specialty_store > musical_instrument_store > piano_store,specialty_store,piano_store,retail > shopping > piano_store
office_equipment,shopping > specialty_store > office_equipment,specialty_store,office_equipment,retail > shopping > office_equipment
packing_supply_store,shopping > specialty_store > packing_supply_store,specialty_store,packing_supply,retail > shopping > packing_supply
party_supply_store,shopping > specialty_store > party_supply_store,specialty_store,party_supply,retail > party_supply
pawn_shop,shopping > specialty_store > pawn_shop,second_hand_shop,pawn_shop,retail > shopping > pawn_shop
pen_store,shopping > specialty_store > pen_store,specialty_store,pen_store,retail > shopping > pen_store
perfume_store,shopping > specialty_store > perfume_store,specialty_store,perfume_store,retail > shopping > perfume_store
pet_store,shopping > specialty_store > pet_store,pet_store,pet_store,retail > shopping > pet_store
aquatic_pet_store,shopping > specialty_store > pet_store > aquatic_pet_store,pet_store,aquatic_pet_store,retail > shopping > pet_store > aquatic_pet_store
bird_shop,shopping > specialty_store > pet_store > bird_shop,pet_store,bird_shop,retail > shopping > pet_store > bird_shop
reptile_shop,shopping > specialty_store > pet_store > reptile_shop,pet_store,reptile_shop,retail > shopping > pet_store > reptile_shop
pharmacy,shopping > specialty_store > pharmacy,pharmacy,pharmacy,retail > pharmacy
pool_and_billiards,shopping > specialty_store > pool_and_billiards,specialty_store,pool_and_billiards,retail > shopping > pool_and_billiards
pop_up_store,shopping > specialty_store > pop_up_store,retail_location,pop_up_shop,retail > shopping > pop_up_shop
props,shopping > specialty_store > props,specialty_store,props,retail > shopping > props
religious_items_store,shopping > specialty_store > religious_items_store,specialty_store,religious_items,retail > shopping > religious_items
safe_store,shopping > specialty_store > safe_store,specialty_store,safe_store,retail > shopping > safe_store
safety_equipment_store,shopping > specialty_store > safety_equipment_store,specialty_store,safety_equipment,retail > shopping > safety_equipment
souvenir_store,shopping > specialty_store > souvenir_store,gift_shop,souvenir_shop,retail > shopping > souvenir_shop
spiritual_items_store,shopping > specialty_store > spiritual_items_store,specialty_store,spiritual_shop,retail > shopping > spiritual_shop
sporting_goods_store,shopping > specialty_store > sporting_goods_store,sporting_goods_store,sporting_goods,retail > shopping > sporting_goods
archery_store,shopping > specialty_store > sporting_goods_store > archery_store,sporting_goods_store,archery_shop,retail > shopping > sporting_goods > archery_shop
bike_store,shopping > specialty_store > sporting_goods_store > bike_store,sporting_goods_store,bicycle_shop,retail > shopping > sporting_goods > bicycle_shop
dive_store,shopping > specialty_store > sporting_goods_store > dive_store,sporting_goods_store,dive_shop,retail > shopping > sporting_goods > dive_shop
fitness_exercise_store,shopping > specialty_store > sporting_goods_store > fitness_exercise_store,sporting_goods_store,fitness_exercise_equipment,retail > shopping > fitness_exercise_equipment
golf_equipment_store,shopping > specialty_store > sporting_goods_store > golf_equipment_store,sporting_goods_store,golf_equipment,retail > shopping > sporting_goods > golf_equipment
hockey_equipment_store,shopping > specialty_store > sporting_goods_store > hockey_equipment_store,sporting_goods_store,hockey_equipment,retail > shopping > sporting_goods > hockey_equipment
hunting_and_fishing_store,shopping > specialty_store > sporting_goods_store > hunting_and_fishing_store,sporting_goods_store,hunting_and_fishing_supplies,retail > shopping > sporting_goods > hunting_and_fishing_supplies
outdoor_store,shopping > specialty_store > sporting_goods_store > outdoor_store,sporting_goods_store,outdoor_gear,retail > shopping > sporting_goods > outdoor_gear
skate_store,shopping > specialty_store > sporting_goods_store > skate_store,sporting_goods_store,skate_shop,retail > shopping > sporting_goods > skate_shop
ski_and_snowboard_store,shopping > specialty_store > sporting_goods_store > ski_and_snowboard_store,sporting_goods_store,ski_and_snowboard_shop,retail > shopping > sporting_goods > ski_and_snowboard_shop
sportswear_store,shopping > specialty_store > sporting_goods_store > sportswear_store,sporting_goods_store,sports_wear,retail > shopping > sporting_goods > sports_wear
dancewear_store,shopping > specialty_store > sporting_goods_store > sportswear_store > dancewear_store,sporting_goods_store,dance_wear,retail > shopping > sporting_goods > sports_wear > dance_wear
surf_store,shopping > specialty_store > sporting_goods_store > surf_store,sporting_goods_store,surf_shop,retail > shopping > sporting_goods > surf_shop
swimwear_store,shopping > specialty_store > sporting_goods_store > swimwear_store,sporting_goods_store,swimwear_store,retail > shopping > sporting_goods > swimwear_store
tabletop_games_store,shopping > specialty_store > tabletop_games_store,specialty_store,tabletop_games,retail > shopping > tabletop_games
toy_store,shopping > specialty_store > toy_store,toy_store,toy_store,retail > shopping > toy_store
trophy_store,shopping > specialty_store > trophy_store,specialty_store,trophy_shop,retail > shopping > trophy_shop
vehicle_parts_store,shopping > specialty_store > vehicle_parts_store,specialty_store,,
auto_parts_store,shopping > specialty_store > vehicle_parts_store > auto_parts_store,specialty_store,auto_parts_and_supply_store,retail > auto_parts_and_supply_store
boat_parts_store,shopping > specialty_store > vehicle_parts_store > boat_parts_store,specialty_store,boat_parts_and_supply_store,retail > boat_parts_and_supply_store
boat_parts_store,shopping > specialty_store > vehicle_parts_store > boat_parts_store,specialty_store,boat_parts_and_accessories,automotive > boat_parts_and_accessories
superstore,shopping > superstore,retail_location,superstore,retail > shopping > superstore
vehicle_dealer,shopping > vehicle_dealer,vehicle_dealer,automotive_dealer,automotive > automotive_dealer
car_dealer,shopping > vehicle_dealer > car_dealer,car_dealer,car_dealer,automotive > automotive_dealer > car_dealer
used_car_dealer,shopping > vehicle_dealer > car_dealer > used_car_dealer,car_dealer,used_car_dealer,automotive > automotive_dealer > used_car_dealer
commercial_vehicle_dealer,shopping > vehicle_dealer > commercial_vehicle_dealer,vehicle_dealer,commercial_vehicle_dealer,automotive > automotive_dealer > commercial_vehicle_dealer
forklift_dealer,shopping > vehicle_dealer > forklift_dealer,vehicle_dealer,forklift_dealer,retail > shopping > farming_equipment_store > forklift_dealer
forklift_dealer,shopping > vehicle_dealer > forklift_dealer,vehicle_dealer,b2b_forklift_dealers,business_to_business > business_storage_and_transportation > trucks_and_industrial_vehicles > b2b_forklift_dealers
golf_cart_dealer,shopping > vehicle_dealer > golf_cart_dealer,vehicle_dealer,golf_cart_dealer,automotive > automotive_dealer > golf_cart_dealer
motorcycle_dealer,shopping > vehicle_dealer > motorcycle_dealer,motorcycle_dealer,motorcycle_dealer,automotive > automotive_dealer > motorcycle_dealer
motorsport_vehicle_dealer,shopping > vehicle_dealer > motorsport_vehicle_dealer,vehicle_dealer,motorsport_vehicle_dealer,automotive > automotive_dealer > motorsport_vehicle_dealer
recreational_vehicle_dealer,shopping > vehicle_dealer > recreational_vehicle_dealer,recreational_vehicle_dealer,recreational_vehicle_dealer,automotive > automotive_dealer > recreational_vehicle_dealer
scooter_dealer,shopping > vehicle_dealer > scooter_dealer,vehicle_dealer,scooter_dealers,automotive > automotive_dealer > scooter_dealers
trailer_dealer,shopping > vehicle_dealer > trailer_dealer,vehicle_dealer,trailer_dealer,automotive > automotive_dealer > trailer_dealer
truck_dealer,shopping > vehicle_dealer > truck_dealer,truck_dealer,truck_dealer,automotive > automotive_dealer > truck_dealer
truck_dealer,shopping > vehicle_dealer > truck_dealer,truck_dealer,truck_dealer_for_businesses,business_to_business > business_storage_and_transportation > trucks_and_industrial_vehicles > truck_dealer_for_businesses
wholesale_store,shopping > wholesale_store,warehouse_club,wholesale_store,retail > shopping > wholesale_store
sports_and_recreation,sports_and_recreation,recreational_location,active_life,active_life
adventure_sport,sports_and_recreation > adventure_sport,sport_fitness_facility,,
axe_throwing,sports_and_recreation > adventure_sport > axe_throwing,sport_fitness_facility,axe_throwing,attractions_and_activities > axe_throwing
bungee_jumping_center,sports_and_recreation > adventure_sport > bungee_jumping_center,sport_fitness_facility,bungee_jumping_center,attractions_and_activities > bungee_jumping_center
challenge_courses_center,sports_and_recreation > adventure_sport > challenge_courses_center,sport_fitness_facility,challenge_courses_center,attractions_and_activities > challenge_courses_center
cliff_jumping_center,sports_and_recreation > adventure_sport > cliff_jumping_center,sport_fitness_facility,cliff_jumping_center,attractions_and_activities > cliff_jumping_center
climbing_service,sports_and_recreation > adventure_sport > climbing_service,sport_fitness_facility,climbing_service,attractions_and_activities > climbing_service
high_gliding_center,sports_and_recreation > adventure_sport > high_gliding_center,sport_fitness_facility,high_gliding_center,attractions_and_activities > high_gliding_center
rock_climbing_spot,sports_and_recreation > adventure_sport > rock_climbing_spot,sport_fitness_facility,rock_climbing_spot,attractions_and_activities > rock_climbing_spot
ziplining_center,sports_and_recreation > adventure_sport > ziplining_center,sport_fitness_facility,ziplining_center,attractions_and_activities > ziplining_center
curling_ice,sports_and_recreation > curling_ice,sport_fitness_facility,,
indoor_playcenter,sports_and_recreation > indoor_playcenter,entertainment_location,indoor_playcenter,arts_and_entertainment > indoor_playcenter
laser_tag,sports_and_recreation > laser_tag,entertainment_location,laser_tag,arts_and_entertainment > laser_tag
paintball,sports_and_recreation > paintball,entertainment_location,paintball,arts_and_entertainment > paintball
park,sports_and_recreation > park,park,park,attractions_and_activities > park
backpacking_area,sports_and_recreation > park > backpacking_area,recreational_trail,backpacking_area,attractions_and_activities > backpacking_area
dog_park,sports_and_recreation > park > dog_park,dog_park,dog_park,attractions_and_activities > park > dog_park
mountain_bike_park,sports_and_recreation > park > mountain_bike_park,park,mountain_bike_parks,attractions_and_activities > mountain_bike_parks
national_park,sports_and_recreation > park > national_park,national_park,national_park,attractions_and_activities > park > national_park
state_park,sports_and_recreation > park > state_park,park,state_park,attractions_and_activities > park > state_park
water_park,sports_and_recreation > park > water_park,park,water_park,arts_and_entertainment > water_park
running_and_track,sports_and_recreation > running_and_track,sport_fitness_facility,,
running,sports_and_recreation > running_and_track > running,sport_fitness_facility,,
track_field_event,sports_and_recreation > running_and_track > track_field_event,sport_fitness_facility,,
snow_sport,sports_and_recreation > snow_sport,sport_fitness_facility,,
bobsledding_field,sports_and_recreation > snow_sport > bobsledding_field,sport_fitness_facility,bobsledding_field,attractions_and_activities > bobsledding_field
ski_area,sports_and_recreation > snow_sport > ski_area,sport_fitness_facility,ski_area,attractions_and_activities > ski_area
ski_chairlift,sports_and_recreation > snow_sport > ski_chairlift,sport_fitness_facility,,
ski_chalet,sports_and_recreation > snow_sport > ski_chalet,sport_fitness_facility,,
ski_resort_area,sports_and_recreation > snow_sport > ski_resort_area,sport_fitness_facility,,
snowboarding_center,sports_and_recreation > snow_sport > snowboarding_center,sport_fitness_facility,snowboarding_center,attractions_and_activities > snowboarding_center
sports_and_fitness_instruction,sports_and_recreation > sports_and_fitness_instruction,sport_fitness_facility,sports_and_fitness_instruction,active_life > sports_and_fitness_instruction
aerial_fitness_center,sports_and_recreation > sports_and_fitness_instruction > aerial_fitness_center,fitness_studio,aerial_fitness_center,active_life > sports_and_fitness_instruction > aerial_fitness_center
barre_class,sports_and_recreation > sports_and_fitness_instruction > barre_class,fitness_studio,barre_classes,active_life > sports_and_fitness_instruction > barre_classes
boot_camp,sports_and_recreation > sports_and_fitness_instruction > boot_camp,fitness_studio,boot_camp,active_life > sports_and_fitness_instruction > boot_camp
boxing_class,sports_and_recreation > sports_and_fitness_instruction > boxing_class,sport_fitness_facility,boxing_class,active_life > sports_and_fitness_instruction > boxing_class
boxing_gym,sports_and_recreation > sports_and_fitness_instruction > boxing_gym,sport_fitness_facility,boxing_gym,active_life > sports_and_fitness_instruction > boxing_gym
boxing_gym,sports_and_recreation > sports_and_fitness_instruction > boxing_gym,sport_fitness_facility,boxing_club,active_life > sports_and_fitness_instruction > boxing_club
cardio_class,sports_and_recreation > sports_and_fitness_instruction > cardio_class,sport_fitness_facility,cardio_classes,active_life > sports_and_fitness_instruction > cardio_classes
climbing_class,sports_and_recreation > sports_and_fitness_instruction > climbing_class,sport_fitness_facility,climbing_class,active_life > sports_and_fitness_instruction > climbing_class
cycling_class,sports_and_recreation > sports_and_fitness_instruction > cycling_class,sport_fitness_facility,cycling_classes,active_life > sports_and_fitness_instruction > cycling_classes
dance_studio,sports_and_recreation > sports_and_fitness_instruction > dance_studio,specialty_school,dance_school,active_life > sports_and_fitness_instruction > dance_school
diving_instruction,sports_and_recreation > sports_and_fitness_instruction > diving_instruction,sport_fitness_facility,,
free_diving_instruction,sports_and_recreation > sports_and_fitness_instruction > diving_instruction > free_diving_instruction,sport_fitness_facility,free_diving_instruction,active_life > sports_and_fitness_instruction > diving_instruction > free_diving_instruction
scuba_diving_instruction,sports_and_recreation > sports_and_fitness_instruction > diving_instruction > scuba_diving_instruction,sport_fitness_facility,scuba_diving_instruction,active_life > sports_and_fitness_instruction > diving_instruction > scuba_diving_instruction
ems_training,sports_and_recreation > sports_and_fitness_instruction > ems_training,healthcare_location,ems_training,active_life > sports_and_fitness_instruction > ems_training
fitness_trainer,sports_and_recreation > sports_and_fitness_instruction > fitness_trainer,sport_fitness_facility,fitness_trainer,active_life > sports_and_fitness_instruction > fitness_trainer
golf_instructor,sports_and_recreation > sports_and_fitness_instruction > golf_instructor,sport_fitness_facility,golf_instructor,active_life > sports_and_fitness_instruction > golf_instructor
kiteboarding_instruction,sports_and_recreation > sports_and_fitness_instruction > kiteboarding_instruction,sport_fitness_facility,kiteboarding_instruction,attractions_and_activities > kiteboarding_instruction
meditation_center,sports_and_recreation > sports_and_fitness_instruction > meditation_center,mental_health,meditation_center,active_life > sports_and_fitness_instruction > meditation_center
paddleboarding_lessons,sports_and_recreation > sports_and_fitness_instruction > paddleboarding_lessons,sport_fitness_facility,paddleboarding_lessons,active_life > sports_and_fitness_instruction > paddleboarding_lessons
pilates_studio,sports_and_recreation > sports_and_fitness_instruction > pilates_studio,fitness_studio,pilates_studio,active_life > sports_and_fitness_instruction > pilates_studio
qi_gong_studio,sports_and_recreation > sports_and_fitness_instruction > qi_gong_studio,fitness_studio,qi_gong_studio,active_life > sports_and_fitness_instruction > qi_gong_studio
racing_experience,sports_and_recreation > sports_and_fitness_instruction > racing_experience,sport_fitness_facility,racing_experience,active_life > sports_and_fitness_instruction > racing_experience
rock_climbing_instructor,sports_and_recreation > sports_and_fitness_instruction > rock_climbing_instructor,sport_fitness_facility,rock_climbing_instructor,active_life > sports_and_fitness_instruction > rock_climbing_instructor
self_defense_class,sports_and_recreation > sports_and_fitness_instruction > self_defense_class,sport_fitness_facility,self_defense_classes,active_life > sports_and_fitness_instruction > self_defense_classes
ski_and_snowboard_school,sports_and_recreation > sports_and_fitness_instruction > ski_and_snowboard_school,specialty_school,ski_and_snowboard_school,active_life > sports_and_fitness_instruction > ski_and_snowboard_school
surfing_school,sports_and_recreation > sports_and_fitness_instruction > surfing_school,specialty_school,surfing_school,active_life > sports_and_fitness_instruction > surfing_school
swimming_instructor,sports_and_recreation > sports_and_fitness_instruction > swimming_instructor,swimming_pool,swimming_instructor,active_life > sports_and_fitness_instruction > swimming_instructor
