_col0,primary_category,basic_category,primary,hierarchy,alternates
6,serbo_croatian_restaurant,restaurant,serbo_croatian_restaurant,"[""food_and_drink"",""restaurant"",""european_restaurant"",""eastern_european_restaurant"",""serbo_croatian_restaurant""]",
8982,service_apartments,accommodation,service_apartment,"[""lodging"",""service_apartment""]",
4202,session_photography,photography_service,session_photography,"[""services_and_business"",""professional_service"",""event_planning"",""session_photography""]",
47918,sewing_and_alterations,clothing_alteration_service,sewing_and_alterations,"[""services_and_business"",""professional_service"",""sewing_and_alterations""]",
1810,sex_therapist,mental_health,sex_therapist,"[""health_care"",""counseling_and_mental_health"",""sex_therapist""]",
2196,shades_and_blinds,home_service,shades_and_blinds,"[""services_and_business"",""home_service"",""shades_and_blinds""]",
342,shared_office_space,real_estate_service,shared_office_space,"[""services_and_business"",""real_estate"",""shared_office_space""]",
3460,shaved_ice_shop,casual_eatery,shaved_ice_shop,"[""food_and_drink"",""casual_eatery"",""dessert_shop"",""shaved_ice_shop""]",
1,shaved_snow_shop,casual_eatery,shaved_ice_shop,"[""food_and_drink"",""casual_eatery"",""dessert_shop"",""shaved_ice_shop""]",
261,sheet_metal,b2b_supplier_distributor,sheet_metal,"[""services_and_business"",""business_to_business"",""business_manufacturing_and_supply"",""metals"",""sheet_metal""]",
14,shinto_shrines,religious_organization,shinto_shrine,"[""cultural_and_historic"",""religious_organization"",""shrine"",""shinto_shrine""]",
105302,shipping_center,shipping_center,shipping_center,"[""services_and_business"",""professional_service"",""shipping_center""]",
1254,shipping_collection_services,post_office,shipping_collection_service,"[""community_and_government"",""post_office"",""shipping_collection_service""]",
37,shoe_factory,b2b_supplier_distributor,shoe_factory,"[""services_and_business"",""business_to_business"",""business_manufacturing_and_supply"",""shoe_factory""]",
15348,shoe_repair,personal_service,shoe_repair,"[""services_and_business"",""professional_service"",""shoe_repair""]",
11,shoe_shining_service,personal_service,shoe_shining_service,"[""services_and_business"",""professional_service"",""shoe_shining_service""]",
269768,shoe_store,shoe_store,shoe_store,"[""shopping"",""fashion_and_apparel_store"",""shoe_store""]",
16090,shooting_range,shooting_range,shooting_range,"[""sports_and_recreation"",""sports_and_recreation_venue"",""shooting_range""]",
906252,shopping,retail_location,shopping,"[""shopping""]",
201486,shopping_center,shopping_mall,shopping_center,"[""shopping"",""shopping_center""]",
3,shopping_passage,retail_location,shopping_passage,"[""shopping"",""shopping_passage""]",
7740,shredding_services,media_service,shredding_service,"[""services_and_business"",""professional_service"",""shredding_service""]",
181,shutters,home_service,shutters,"[""services_and_business"",""home_service"",""shutters""]",
723,siding,home_service,siding,"[""services_and_business"",""home_service"",""siding""]",
10556,sightseeing_tour_agency,tour_operator,sightseeing_tour_agency,"[""travel_and_transportation"",""travel"",""tour"",""sightseeing_tour_agency""]",
36644,sign_making,sign_making_service,sign_making,"[""services_and_business"",""professional_service"",""sign_making""]",
4651,sikh_temple,place_of_worship,sikh_place_of_worship,"[""cultural_and_historic"",""religious_organization"",""place_of_worship"",""sikh_place_of_worship""]",
2,silent_disco,event_or_party_service,silent_disco,"[""services_and_business"",""professional_service"",""event_planning"",""silent_disco""]",
490,singaporean_restaurant,restaurant,singaporean_restaurant,"[""food_and_drink"",""restaurant"",""asian_restaurant"",""southeast_asian_restaurant"",""singaporean_restaurant""]",
17776,skate_park,skate_park,skate_park,"[""sports_and_recreation"",""sports_and_recreation_venue"",""skate_park""]",
4332,skate_shop,sporting_goods_store,skate_store,"[""shopping"",""specialty_store"",""sporting_goods_store"",""skate_store""]",
1187,skating_rink,skating_rink,skating_rink,"[""sports_and_recreation"",""sports_and_recreation_venue"",""skating_rink""]",
2565,ski_and_snowboard_school,specialty_school,ski_and_snowboard_school,"[""sports_and_recreation"",""sports_and_fitness_instruction"",""ski_and_snowboard_school""]",
5125,ski_and_snowboard_shop,sporting_goods_store,ski_and_snowboard_store,"[""shopping"",""specialty_store"",""sporting_goods_store"",""ski_and_snowboard_store""]",
22,ski_area,sport_fitness_facility,ski_area,"[""sports_and_recreation"",""snow_sport"",""ski_area""]",
16274,ski_resort,resort,ski_resort,"[""lodging"",""ski_resort""]",
4166,skilled_nursing,healthcare_location,skilled_nursing,"[""health_care"",""skilled_nursing""]",
58244,skin_care,personal_service,skin_care_and_makeup,"[""lifestyle_services"",""beauty_service"",""skin_care_and_makeup""]",
1765,sky_diving,sport_fitness_facility,sky_diving,"[""sports_and_recreation"",""sports_and_recreation_venue"",""sky_diving""]",
130,skylight_installation,home_service,skylight_installation,"[""services_and_business"",""home_service"",""windows_installation"",""skylight_installation""]",
2,skyline,scenic_viewpoint,skyline,"[""geographic_entities"",""skyline""]",
4,skyscraper,industrial_commercial_infrastructure,skyscraper,"[""geographic_entities"",""skyscraper""]",
54,sledding_rental,winter_sport_equipment_rental_service,sledding_rental,"[""sports_and_recreation"",""sports_and_recreation_rental_and_service"",""sledding_rental""]",
1214,sleep_specialist,healthcare_location,sleep_specialist,"[""health_care"",""sleep_specialist""]",
92,slovakian_restaurant,restaurant,slovakian_restaurant,"[""food_and_drink"",""restaurant"",""european_restaurant"",""central_european_restaurant"",""slovakian_restaurant""]",
94,smokehouse,food_or_beverage_store,smokehouse,"[""shopping"",""food_and_beverage_store"",""smokehouse""]",
68689,smoothie_juice_bar,juice_bar,smoothie_juice_bar,"[""food_and_drink"",""beverage_shop"",""smoothie_juice_bar""]",
237,snorkeling,recreational_location,snorkeling,"[""sports_and_recreation"",""water_sport"",""snorkeling""]",
3,snorkeling_equipment_rental,water_sport_equipment_rental_service,snorkeling_equipment_rental,"[""sports_and_recreation"",""sports_and_recreation_rental_and_service"",""snorkeling_equipment_rental""]",
260,snow_removal_service,home_service,snow_removal_service,"[""services_and_business"",""professional_service"",""snow_removal_service""]",
3,snowboarding_center,sport_fitness_facility,snowboarding_center,"[""sports_and_recreation"",""snow_sport"",""snowboarding_center""]",
2,snuggle_service,personal_service,snuggle_service,"[""services_and_business"",""professional_service"",""snuggle_service""]",
904,soccer_club,sport_recreation_club,soccer_club,"[""sports_and_recreation"",""sports_club_and_league"",""soccer_club""]",
46456,soccer_field,sport_field,soccer_field,"[""sports_and_recreation"",""sports_and_recreation_venue"",""soccer_field""]",
6625,soccer_stadium,sport_stadium,soccer_stadium,"[""arts_and_entertainment"",""stadium_arena"",""stadium"",""soccer_stadium""]",
12005,social_and_human_services,social_or_community_service,social_and_human_service,"[""community_and_government"",""organization"",""social_service_organization"",""social_and_human_service""]",
10140,social_club,social_club,social_club,"[""arts_and_entertainment"",""social_club""]",
8421,social_media_agency,media_service,social_media_agency,"[""services_and_business"",""professional_service"",""social_media_agency""]",
1598,social_media_company,media_service,social_media_company,"[""services_and_business"",""media_and_news"",""media_news_company"",""social_media_company""]",
608,social_security_law,attorney_or_law_firm,social_security_law,"[""services_and_business"",""professional_service"",""lawyer"",""social_security_law""]",
620,social_security_services,government_office,social_security_service,"[""community_and_government"",""government_office"",""social_security_service""]",
173614,social_service_organizations,social_or_community_service,social_service_organization,"[""community_and_government"",""organization"",""social_service_organization""]",
615,social_welfare_center,social_or_community_service,social_welfare_center,"[""community_and_government"",""organization"",""social_service_organization"",""social_welfare_center""]",
153680,software_development,software_development,software_development,"[""services_and_business"",""professional_service"",""software_development""]",
24089,solar_installation,home_service,solar_installation,"[""services_and_business"",""home_service"",""solar_installation""]",
13,solar_panel_cleaning,home_service,solar_panel_cleaning,"[""services_and_business"",""home_service"",""solar_panel_cleaning""]",
2,sommelier_service,event_or_party_service,sommelier_service,"[""services_and_business"",""professional_service"",""event_planning"",""sommelier_service""]",
1901,soul_food,restaurant,soul_food,"[""food_and_drink"",""restaurant"",""soul_food""]",
13246,soup_restaurant,restaurant,soup_restaurant,"[""food_and_drink"",""restaurant"",""soup_restaurant""]",
219,south_african_restaurant,restaurant,south_african_restaurant,"[""food_and_drink"",""restaurant"",""african_restaurant"",""southern_african_restaurant"",""south_african_restaurant""]",
6158,southern_restaurant,restaurant,southern_american_restaurant,"[""food_and_drink"",""restaurant"",""north_american_restaurant"",""american_restaurant"",""southern_american_restaurant""]",
13142,souvenir_shop,gift_shop,souvenir_store,"[""shopping"",""specialty_store"",""souvenir_store""]",
25029,spanish_restaurant,restaurant,spanish_restaurant,"[""food_and_drink"",""restaurant"",""european_restaurant"",""iberian_restaurant"",""spanish_restaurant""]",
241193,spas,spa,spa,"[""lifestyle_services"",""spa""]",
2344,speakeasy,bar,speakeasy,"[""food_and_drink"",""bar"",""speakeasy""]",
1376,specialty_foods,food_or_beverage_store,specialty_foods_store,"[""shopping"",""food_and_beverage_store"",""specialty_foods_store""]",
21052,specialty_grocery_store,grocery_store,grocery_store,"[""shopping"",""food_and_beverage_store"",""grocery_store""]",
38170,specialty_school,specialty_school,specialty_school,"[""education"",""specialty_school""]",
15665,speech_therapist,healthcare_location,speech_therapist,"[""health_care"",""speech_therapist""]",
41,speech_training,specialty_school,speech_training,"[""education"",""specialty_school"",""speech_training""]",
12,sperm_clinic,clinic_or_treatment_center,sperm_clinic,"[""health_care"",""sperm_clinic""]",
36,spices_wholesaler,wholesaler,spices_wholesaler,"[""services_and_business"",""business_to_business"",""wholesaler"",""spices_wholesaler""]",
44,spine_surgeon,surgery,spine_surgeon,"[""health_care"",""doctor"",""spine_surgeon""]",
183,spiritual_shop,specialty_store,spiritual_items_store,"[""shopping"",""specialty_store"",""spiritual_items_store""]",
285,sport_equipment_rentals,water_sport_equipment_rental_service,sport_equipment_rental,"[""sports_and_recreation"",""sports_and_recreation_rental_and_service"",""sport_equipment_rental""]",
143954,sporting_goods,sporting_goods_store,sporting_goods_store,"[""shopping"",""specialty_store"",""sporting_goods_store""]",
15510,sports_and_fitness_instruction,sport_fitness_facility,sports_and_fitness_instruction,"[""sports_and_recreation"",""sports_and_fitness_instruction""]",
162155,sports_and_recreation_venue,sport_fitness_facility,sports_and_recreation_venue,"[""sports_and_recreation"",""sports_and_recreation_venue""]",
24854,sports_bar,bar,sports_bar,"[""food_and_drink"",""bar"",""sports_bar""]",
236727,sports_club_and_league,sport_recreation_club,sports_club_and_league,"[""sports_and_recreation"",""sports_club_and_league""]",
4921,sports_medicine,sports_medicine,sports_medicine,"[""health_care"",""doctor"",""sports_medicine""]",
134,sports_museum,museum,sports_museum,"[""arts_and_entertainment"",""museum"",""sports_museum""]",
187,sports_psychologist,mental_health,sports_psychologist,"[""health_care"",""counseling_and_mental_health"",""sports_psychologist""]",
654,sports_school,specialty_school,sports_school,"[""education"",""specialty_school"",""sports_school""]",
31826,sports_wear,sporting_goods_store,sportswear_store,"[""shopping"",""specialty_store"",""sporting_goods_store"",""sportswear_store""]",
753,spray_tanning,tanning_salon,spray_tanning,"[""lifestyle_services"",""beauty_service"",""tanning_salon"",""spray_tanning""]",
85,spring_supplier,b2b_supplier_distributor,spring_supplier,"[""services_and_business"",""business_to_business"",""supplier_distributor"",""spring_supplier""]",
975,squash_court,sport_court,squash_court,"[""sports_and_recreation"",""sports_and_recreation_venue"",""squash_court""]",
1025,sri_lankan_restaurant,restaurant,sri_lankan_restaurant,"[""food_and_drink"",""restaurant"",""asian_restaurant"",""south_asian_restaurant"",""sri_lankan_restaurant""]",
99634,stadium_arena,sport_stadium,stadium_arena,"[""arts_and_entertainment"",""stadium_arena""]",
322,state_museum,museum,state_museum,"[""arts_and_entertainment"",""museum"",""state_museum""]",
1466,state_park,park,state_park,"[""sports_and_recreation"",""park"",""state_park""]",
61811,steakhouse,restaurant,steakhouse,"[""food_and_drink"",""restaurant"",""meat_restaurant"",""steakhouse""]",
1837,steel_fabricators,b2b_supplier_distributor,steel_fabricator,"[""services_and_business"",""business_to_business"",""business_manufacturing_and_supply"",""metals"",""steel_fabricator""]",
7389,stock_and_bond_brokers,financial_service,stock_and_bond_broker,"[""services_and_business"",""financial_service"",""broker"",""stock_and_bond_broker""]",
25,stocking,clothing_store,clothing_store,"[""shopping"",""fashion_and_apparel_store"",""clothing_store""]",
1125,stone_and_masonry,building_construction_service,stone_and_masonry,"[""services_and_business"",""professional_service"",""construction_service"",""stone_and_masonry""]",
955,stone_supplier,b2b_supplier_distributor,stone_supplier,"[""services_and_business"",""business_to_business"",""supplier_distributor"",""stone_supplier""]",
98819,storage_facility,storage_facility,storage_facility,"[""services_and_business"",""professional_service"",""storage_facility""]",
121,street_art,street_art,street_art,"[""arts_and_entertainment"",""arts_and_crafts_space"",""street_art""]",
23,street_vendor,casual_eatery,street_vendor,"[""food_and_drink"",""casual_eatery"",""street_vendor""]",
25,stress_management_services,mental_health,stress_management_service,"[""health_care"",""counseling_and_mental_health"",""stress_management_service""]",
1173,strip_club,entertainment_location,strip_club,"[""arts_and_entertainment"",""nightlife_venue"",""adult_entertainment_venue"",""strip_club""]",
7,striptease_dancer,entertainment_location,strip_club,"[""arts_and_entertainment"",""nightlife_venue"",""adult_entertainment_venue"",""strip_club""]",
5114,structural_engineer,home_service,structural_engineer,"[""services_and_business"",""home_service"",""structural_engineer""]",
178721,structure_and_geography,nature_outdoors,geographic_entities,"[""geographic_entities""]",
394,stucco_services,home_service,stucco_service,"[""services_and_business"",""home_service"",""stucco_service""]",
598,student_union,educational_service,student_union,"[""education"",""student_union""]",
76,studio_taping,entertainment_location,studio_taping,"[""services_and_business"",""studio_taping""]",
4,sugar_shack,casual_eatery,sugar_shack,"[""food_and_drink"",""casual_eatery"",""sugar_shack""]",
674,sugaring,personal_service,sugaring,"[""lifestyle_services"",""beauty_service"",""hair_removal"",""sugaring""]",
1,suicide_prevention_services,mental_health,suicide_prevention_service,"[""health_care"",""counseling_and_mental_health"",""suicide_prevention_service""]",
6900,sunglasses_store,eyewear_store,sunglasses_store,"[""shopping"",""fashion_and_apparel_store"",""eyewear_store"",""sunglasses_store""]",
466038,supermarket,grocery_store,grocery_store,"[""shopping"",""food_and_beverage_store"",""grocery_store""]",
85,supernatural_reading,spiritual_advising,spiritual_advising,"[""arts_and_entertainment"",""spiritual_advising""]",
15355,superstore,retail_location,superstore,"[""shopping"",""superstore""]",
1,surf_lifesaving_club,sport_recreation_club,surf_lifesaving_club,"[""sports_and_recreation"",""sports_club_and_league"",""surf_lifesaving_club""]",
6010,surf_shop,sporting_goods_store,surf_store,"[""shopping"",""specialty_store"",""sporting_goods_store"",""surf_store""]",
73,surfboard_rental,water_sport_equipment_rental_service,surfboard_rental,"[""sports_and_recreation"",""water_sport"",""surfing"",""surfboard_rental""]",
4607,surfing,recreational_location,surfing,"[""sports_and_recreation"",""water_sport"",""surfing""]",
193,surfing_school,specialty_school,surfing_school,"[""sports_and_recreation"",""sports_and_fitness_instruction"",""surfing_school""]",
30428,surgeon,surgery,surgeon,"[""health_care"",""doctor"",""surgeon""]",
23882,surgical_appliances_and_supplies,b2b_service,surgical_appliances_and_supplies,"[""services_and_business"",""business_to_business"",""b2b_medical_support_service"",""surgical_appliances_and_supplies""]",
8045,surgical_center,surgical_center,surgical_center,"[""health_care"",""surgical_center""]",
107591,sushi_restaurant,restaurant,sushi_restaurant,"[""food_and_drink"",""restaurant"",""asian_restaurant"",""east_asian_restaurant"",""japanese_restaurant"",""sushi_restaurant""]",
10673,swimming_instructor,swimming_pool,swimming_instructor,"[""sports_and_recreation"",""sports_and_fitness_instruction"",""swimming_instructor""]",
70593,swimming_pool,swimming_pool,swimming_pool,"[""sports_and_recreation"",""sports_and_recreation_venue"",""swimming_pool""]",
5465,swimwear_store,sporting_goods_store,swimwear_store,"[""shopping"",""specialty_store"",""sporting_goods_store"",""swimwear_store""]",
2367,swiss_restaurant,restaurant,swiss_restaurant,"[""food_and_drink"",""restaurant"",""european_restaurant"",""central_european_restaurant"",""swiss_restaurant""]",
8325,synagogue,jewish_place_of_worship,jewish_place_of_worship,"[""cultural_and_historic"",""religious_organization"",""place_of_worship"",""jewish_place_of_worship""]",
1056,syrian_restaurant,restaurant,syrian_restaurant,"[""food_and_drink"",""restaurant"",""middle_eastern_restaurant"",""syrian_restaurant""]",
6296,t_shirt_store,clothing_store,t_shirt_store,"[""shopping"",""fashion_and_apparel_store"",""clothing_store"",""t_shirt_store""]",
165,tabac,bar,bar_tabac,"[""food_and_drink"",""bar"",""bar_tabac""]",
473,table_tennis_club,sport_recreation_club,table_tennis_club,"[""sports_and_recreation"",""sports_club_and_league"",""table_tennis_club""]",
104,tabletop_games,specialty_store,tabletop_games_store,"[""shopping"",""specialty_store"",""tabletop_games_store""]",
244,tableware_supplier,specialty_store,tableware_supplier,"[""services_and_business"",""business_to_business"",""supplier_distributor"",""tableware_supplier""]",
34023,taco_restaurant,restaurant,taco_restaurant,"[""food_and_drink"",""restaurant"",""latin_american_restaurant"",""taco_restaurant""]",
444,taekwondo_club,martial_arts_club,taekwondo_club,"[""sports_and_recreation"",""sports_club_and_league"",""martial_arts_club"",""taekwondo_club""]",
917,tai_chi_studio,fitness_studio,tai_chi_studio,"[""sports_and_recreation"",""sports_and_fitness_instruction"",""tai_chi_studio""]",
8378,taiwanese_restaurant,restaurant,taiwanese_restaurant,"[""food_and_drink"",""restaurant"",""asian_restaurant"",""east_asian_restaurant"",""taiwanese_restaurant""]",
1327,talent_agency,human_resource_service,talent_agency,"[""services_and_business"",""professional_service"",""talent_agency""]",
90,tanning_bed,tanning_salon,tanning_bed,"[""lifestyle_services"",""beauty_service"",""tanning_salon"",""tanning_bed""]",
34385,tanning_salon,tanning_salon,tanning_salon,"[""lifestyle_services"",""beauty_service"",""tanning_salon""]",
35637,tapas_bar,casual_eatery,tapas_bar,"[""food_and_drink"",""casual_eatery"",""tapas_bar""]",
5,tasting_classes,specialty_school,tasting_class,"[""education"",""tasting_class""]",
83,tatar_restaurant,restaurant,tatar_restaurant,"[""food_and_drink"",""restaurant"",""european_restaurant"",""eastern_european_restaurant"",""russian_restaurant"",""tatar_restaurant""]",
1443,tattoo,tattoo_or_piercing_salon,tattoo,"[""lifestyle_services"",""body_modification"",""tattoo_and_piercing"",""tattoo""]",
183837,tattoo_and_piercing,tattoo_or_piercing_salon,tattoo_and_piercing,"[""lifestyle_services"",""body_modification"",""tattoo_and_piercing""]",
454,tattoo_removal,healthcare_location,tattoo_removal,"[""health_care"",""doctor"",""tattoo_removal""]",
2655,tax_law,attorney_or_law_firm,tax_law,"[""services_and_business"",""professional_service"",""lawyer"",""tax_law""]",
60,tax_office,government_office,tax_office,"[""community_and_government"",""tax_office""]",
41397,tax_services,tax_preparation_service,tax_service,"[""services_and_business"",""financial_service"",""tax_service""]",
52,taxi_rank,taxi_or_ride_share_service,taxi_stand,"[""travel_and_transportation"",""automotive_and_ground_transport"",""taxi_and_ride_share"",""taxi_service"",""taxi_stand""]",
49777,taxi_service,taxi_service,taxi_service,"[""travel_and_transportation"",""automotive_and_ground_transport"",""taxi_and_ride_share"",""taxi_service""]",
5408,taxidermist,personal_service,taxidermist,"[""services_and_business"",""professional_service"",""taxidermist""]",
61260,tea_room,beverage_shop,tea_room,"[""food_and_drink"",""beverage_shop"",""tea_room""]",
29,tea_wholesaler,wholesaler,tea_wholesaler,"[""services_and_business"",""business_to_business"",""wholesaler"",""tea_wholesaler""]",
195,team_building_activity,event_or_party_service,team_building_activity,"[""services_and_business"",""professional_service"",""event_planning"",""team_building_activity""]",
2143,teeth_whitening,personal_service,teeth_whitening,"[""lifestyle_services"",""beauty_service"",""teeth_whitening""]",
32984,telecommunications,telecommunications_service,telecommunications,"[""services_and_business"",""professional_service"",""it_service_and_computer_repair"",""telecommunications""]",
86437,telecommunications_company,telecommunications_service,telecommunications_company,"[""services_and_business"",""business"",""telecommunications_company""]",
2035,telemarketing_services,business_advertising_marketing,telemarketing_service,"[""services_and_business"",""business_to_business"",""business_advertising"",""telemarketing_service""]",
621,telephone_services,technical_service,telephone_service,"[""services_and_business"",""professional_service"",""telephone_service""]",
12471,television_service_providers,home_service,television_service_provider,"[""services_and_business"",""home_service"",""television_service_provider""]",
1495,television_station,television_station,television_station,"[""services_and_business"",""media_and_news"",""media_news_company"",""television_station""]",
4033,temp_agency,human_resource_service,temp_agency,"[""services_and_business"",""professional_service"",""employment_agency"",""temp_agency""]",
1092,temple,place_of_worship,place_of_worship,"[""cultural_and_historic"",""religious_organization"",""place_of_worship""]",
61,tenant_and_eviction_law,legal_service,tenant_and_eviction_law,"[""services_and_business"",""professional_service"",""tenant_and_eviction_law""]",
29148,tennis_court,sport_court,tennis_court,"[""sports_and_recreation"",""sports_and_recreation_venue"",""tennis_court""]",
745,tennis_stadium,sport_stadium,tennis_stadium,"[""arts_and_entertainment"",""stadium_arena"",""stadium"",""tennis_stadium""]",
11,tent_house_supplier,b2b_supplier_distributor,tent_house_supplier,"[""services_and_business"",""business_to_business"",""supplier_distributor"",""tent_house_supplier""]",
7884,test_preparation,educational_service,test_preparation,"[""education"",""test_preparation""]",
9494,texmex_restaurant,restaurant,texmex_restaurant,"[""food_and_drink"",""restaurant"",""latin_american_restaurant"",""texmex_restaurant""]",
2209,textile_mill,b2b_supplier_distributor,textile_mill,"[""services_and_business"",""business_to_business"",""business_manufacturing_and_supply"",""mill"",""textile_mill""]",
78,textile_museum,art_museum,textile_museum,"[""arts_and_entertainment"",""museum"",""art_museum"",""textile_museum""]",
100496,thai_restaurant,restaurant,thai_restaurant,"[""food_and_drink"",""restaurant"",""asian_restaurant"",""southeast_asian_restaurant"",""thai_restaurant""]",
1999,theaters_and_performance_venues,performing_arts_venue,performing_arts_venue,"[""arts_and_entertainment"",""performing_arts_venue""]",
62757,theatre,threatre_venue,theatre_venue,"[""arts_and_entertainment"",""performing_arts_venue"",""theatre_venue""]",
11395,theatrical_productions,threatre_venue,theatrical_production,"[""services_and_business"",""media_and_news"",""theatrical_production""]",
17460,theme_restaurant,restaurant,theme_restaurant,"[""food_and_drink"",""restaurant"",""theme_restaurant""]",
2,thread_supplier,b2b_supplier_distributor,thread_supplier,"[""services_and_business"",""business_to_business"",""supplier_distributor"",""thread_supplier""]",
1911,threading_service,personal_service,threading_service,"[""lifestyle_services"",""beauty_service"",""hair_removal"",""threading_service""]",
262,threads_and_yarns_wholesaler,wholesaler,threads_and_yarns_wholesaler,"[""services_and_business"",""business_to_business"",""wholesaler"",""threads_and_yarns_wholesaler""]",
77962,thrift_store,second_hand_shop,second_hand_store,"[""shopping"",""second_hand_store""]",
579,ticket_sales,entertainment_location,ticket_office_or_booth,"[""arts_and_entertainment"",""ticket_office_or_booth""]",
855,tiki_bar,bar,tiki_bar,"[""food_and_drink"",""bar"",""tiki_bar""]",
4988,tile_store,specialty_store,tile_store,"[""shopping"",""specialty_store"",""home_and_garden_store"",""tile_store""]",
4534,tiling,home_service,tiling,"[""services_and_business"",""home_service"",""tiling""]",
134083,tire_dealer_and_repair,auto_repair_service,tire_dealer_and_repair,"[""travel_and_transportation"",""automotive_and_ground_transport"",""automotive"",""automotive_services_and_repair"",""automotive_repair"",""tire_dealer_and_repair""]",
3953,tire_repair_shop,vehicle_service,tire_shop,"[""travel_and_transportation"",""automotive_and_ground_transport"",""automotive"",""automotive_services_and_repair"",""tire_shop""]",
27942,tire_shop,vehicle_service,tire_shop,"[""travel_and_transportation"",""automotive_and_ground_transport"",""automotive"",""automotive_services_and_repair"",""tire_shop""]",
352,tobacco_company,specialty_store,tobacco_company,"[""services_and_business"",""business"",""tobacco_company""]",
70206,tobacco_shop,specialty_store,tobacco_shop,"[""shopping"",""food_and_beverage_store"",""tobacco_shop""]",
45,toll_stations,toll_station,toll_station,"[""travel_and_transportation"",""road_structures_and_service"",""toll_station""]",
481,tools_wholesaler,wholesaler,tools_wholesaler,"[""services_and_business"",""business_to_business"",""wholesaler"",""tools_wholesaler""]",
137523,topic_concert_venue,music_venue,music_venue,"[""arts_and_entertainment"",""performing_arts_venue"",""music_venue""]",
41805,topic_publisher,print_media_service,topic_publisher,"[""services_and_business"",""media_and_news"",""media_news_company"",""topic_publisher""]",
124683,tours,tour_operator,tour,"[""travel_and_transportation"",""travel"",""tour""]",
10,tower,communication_tower,tower,"[""cultural_and_historic"",""architectural_landmark"",""tower""]",
15,tower_communication_service,communication_tower,tower_communication_service,"[""services_and_business"",""business_to_business"",""business_to_business_service"",""tower_communication_service""]",
34285,towing_service,towing_service,towing_service,"[""travel_and_transportation"",""automotive_and_ground_transport"",""automotive"",""automotive_services_and_repair"",""towing_service""]",
259,town_car_service,taxi_or_ride_share_service,town_car_service,"[""travel_and_transportation"",""automotive_and_ground_transport"",""taxi_and_ride_share"",""town_car_service""]",
90987,town_hall,government_office,town_hall,"[""community_and_government"",""town_hall""]",
10,toxicologist,healthcare_location,toxicologist,"[""health_care"",""doctor"",""toxicologist""]",
71689,toy_store,toy_store,toy_store,"[""shopping"",""specialty_store"",""toy_store""]",
1655,track_stadium,sport_stadium,track_stadium,"[""arts_and_entertainment"",""stadium_arena"",""stadium"",""track_stadium""]",
170,trade_fair,event_space,exhibition_and_trade_fair_venue,"[""arts_and_entertainment"",""event_venue"",""exhibition_and_trade_fair_venue""]",
23,traditional_chinese_medicine,alternative_medicine,traditional_chinese_medicine,"[""health_care"",""traditional_chinese_medicine""]",
1573,traditional_clothing,clothing_store,traditional_clothing,"[""shopping"",""fashion_and_apparel_store"",""clothing_store"",""traditional_clothing""]",
1342,traffic_school,specialty_school,traffic_school,"[""education"",""specialty_school"",""traffic_school""]",
25,traffic_ticketing_law,attorney_or_law_firm,traffic_ticketing_law,"[""services_and_business"",""professional_service"",""lawyer"",""traffic_ticketing_law""]",
27,trail,recreational_trail,trail,"[""sports_and_recreation"",""trail""]",
7778,trailer_dealer,vehicle_dealer,trailer_dealer,"[""shopping"",""vehicle_dealer"",""trailer_dealer""]",
5515,trailer_rentals,vehicle_service,trailer_rental_service,"[""services_and_business"",""real_estate"",""real_estate_service"",""rental_service"",""vehicle_rental_service"",""trailer_rental_service""]",
152,trailer_repair,auto_repair_service,trailer_repair,"[""travel_and_transportation"",""automotive_and_ground_transport"",""automotive"",""automotive_services_and_repair"",""automotive_repair"",""trailer_repair""]",
115811,train_station,train_station,train_station,"[""travel_and_transportation"",""automotive_and_ground_transport"",""trains_and_rail_transport"",""train_station""]",
1357,trains,transportation_location,train,"[""travel_and_transportation"",""automotive_and_ground_transport"",""trains_and_rail_transport"",""train""]",
80,trampoline_park,sport_fitness_facility,trampoline_park,"[""sports_and_recreation"",""sports_and_recreation_venue"",""trampoline_park""]",
185,transcription_services,b2b_service,transcription_service,"[""services_and_business"",""business_to_business"",""business_to_business_service"",""transcription_service""]",
11723,translating_and_interpreting_services,b2b_service,translating_and_interpreting_service,"[""services_and_business"",""business_to_business"",""business_to_business_service"",""translating_and_interpreting_service""]",
3592,translation_services,media_service,translation_service,"[""services_and_business"",""professional_service"",""translation_service""]",
2258,transmission_repair,auto_repair_service,transmission_repair,"[""travel_and_transportation"",""automotive_and_ground_transport"",""automotive"",""automotive_services_and_repair"",""automotive_repair"",""transmission_repair""]",
46,transport_interchange,transportation_location,transport_interchange,"[""travel_and_transportation"",""transport_interchange""]",
206648,transportation,transportation_location,travel_and_transportation,"[""travel_and_transportation""]",
106809,travel,travel_service,travel,"[""travel_and_transportation"",""travel""]",
42958,travel_agents,travel_agent,travel_agent,"[""travel_and_transportation"",""travel"",""travel_agent""]",
26145,travel_company,travel_service,travel_company,"[""services_and_business"",""business"",""travel_company""]",
310026,travel_services,travel_service,travel,"[""travel_and_transportation"",""travel""]",
27192,tree_services,landscaping_gardening_service,tree_service,"[""services_and_business"",""home_service"",""landscaping"",""tree_service""]",
44,trinidadian_restaurant,restaurant,trinidadian_restaurant,"[""food_and_drink"",""restaurant"",""latin_american_restaurant"",""caribbean_restaurant"",""trinidadian_restaurant""]",
3,trivia_host,event_or_party_service,trivia_host,"[""services_and_business"",""professional_service"",""event_planning"",""trivia_host""]",
